state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Wisconsin,WI,2020-03-07,5052,2020-02-29,42337,2851929,1.48
Wisconsin,WI,2020-03-14,5190,2020-03-07,40738,2851929,1.43
Wisconsin,WI,2020-03-21,51031,2020-03-14,43607,2851929,1.53
Wisconsin,WI,2020-03-28,110934,2020-03-21,99574,2851929,3.49
Wyoming,WY,2019-01-05,531,2018-12-29,2866,262813,1.09
Wyoming,WY,2019-01-12,772,2019-01-05,2938,263399,1.12
Wyoming,WY,2019-01-19,495,2019-01-12,2973,263399,1.13
Wyoming,WY,2019-01-26,454,2019-01-19,3054,263399,1.16
Wyoming,WY,2019-02-02,428,2019-01-26,3260,263399,1.24
Wyoming,WY,2019-02-09,389,2019-02-02,3137,263399,1.19
Wyoming,WY,2019-02-16,343,2019-02-09,3145,263399,1.19
Wyoming,WY,2019-02-23,387,2019-02-16,3055,263399,1.16
Wyoming,WY,2019-03-02,338,2019-02-23,3216,263399,1.22
Wyoming,WY,2019-03-09,351,2019-03-02,3042,263399,1.15
Wyoming,WY,2019-03-16,322,2019-03-09,2929,263399,1.11
Wyoming,WY,2019-03-23,344,2019-03-16,2907,263399,1.1
Wyoming,WY,2019-03-30,203,2019-03-23,2786,263399,1.06
Wyoming,WY,2019-04-06,344,2019-03-30,2526,263399,0.96
Wyoming,WY,2019-04-13,597,2019-04-06,2304,264598,0.87
Wyoming,WY,2019-04-20,356,2019-04-13,2386,264598,0.9
Wyoming,WY,2019-04-27,286,2019-04-20,2207,264598,0.83
Wyoming,WY,2019-05-04,329,2019-04-27,2103,264598,0.79
Wyoming,WY,2019-05-11,265,2019-05-04,1964,264598,0.74
Wyoming,WY,2019-05-18,207,2019-05-11,1791,264598,0.68
Wyoming,WY,2019-05-25,217,2019-05-18,1200,264598,0.45
Wyoming,WY,2019-06-01,440,2019-05-25,1842,264598,0.7
Wyoming,WY,2019-06-08,389,2019-06-01,1613,264598,0.61
Wyoming,WY,2019-06-15,298,2019-06-08,1518,264598,0.57
Wyoming,WY,2019-06-22,264,2019-06-15,1518,264598,0.57
Wyoming,WY,2019-06-29,348,2019-06-22,1622,264598,0.61
Wyoming,WY,2019-07-06,442,2019-06-29,1372,264598,0.52
Wyoming,WY,2019-07-13,443,2019-07-06,1630,265941,0.61
Wyoming,WY,2019-07-20,241,2019-07-13,1853,265941,0.7
Wyoming,WY,2019-07-27,178,2019-07-20,1821,265941,0.68
Wyoming,WY,2019-08-03,186,2019-07-27,1773,265941,0.67
Wyoming,WY,2019-08-10,215,2019-08-03,1663,265941,0.63
Wyoming,WY,2019-08-17,236,2019-08-10,1637,265941,0.62
Wyoming,WY,2019-08-24,239,2019-08-17,1578,265941,0.59
Wyoming,WY,2019-08-31,232,2019-08-24,1461,265941,0.55
Wyoming,WY,2019-09-07,222,2019-08-31,1385,265941,0.52
Wyoming,WY,2019-09-14,244,2019-09-07,1385,265941,0.52
Wyoming,WY,2019-09-21,283,2019-09-14,1304,265941,0.49
Wyoming,WY,2019-09-28,298,2019-09-21,1377,265941,0.52
Wyoming,WY,2019-10-05,436,2019-09-28,1430,265941,0.54
Wyoming,WY,2019-10-12,476,2019-10-05,1405,267362,0.53
Wyoming,WY,2019-10-19,512,2019-10-12,1504,267362,0.56
Wyoming,WY,2019-10-26,412,2019-10-19,1427,267362,0.53
Wyoming,WY,2019-11-02,750,2019-10-26,1677,267362,0.63
Wyoming,WY,2019-11-09,798,2019-11-02,2001,267362,0.75
Wyoming,WY,2019-11-16,521,2019-11-09,2114,267362,0.79
Wyoming,WY,2019-11-23,608,2019-11-16,2249,267362,0.84
Wyoming,WY,2019-11-30,589,2019-11-23,2346,267362,0.88
Wyoming,WY,2019-12-07,760,2019-11-30,2796,267362,1.05
Wyoming,WY,2019-12-14,542,2019-12-07,2694,267362,1.01
Wyoming,WY,2019-12-21,629,2019-12-14,2692,267362,1.01
Wyoming,WY,2019-12-28,630,2019-12-21,2657,267362,0.99
Wyoming,WY,2020-01-04,662,2019-12-28,3219,267362,1.2
Wyoming,WY,2020-01-11,829,2020-01-04,3302,268518,1.23
Wyoming,WY,2020-01-18,636,2020-01-11,3301,268518,1.23
Wyoming,WY,2020-01-25,531,2020-01-18,3354,268518,1.25
Wyoming,WY,2020-02-01,529,2020-01-25,3475,268518,1.29
Wyoming,WY,2020-02-08,589,2020-02-01,3507,268518,1.31
Wyoming,WY,2020-02-15,598,2020-02-08,3699,268518,1.38
Wyoming,WY,2020-02-22,389,2020-02-15,3611,268518,1.34
Wyoming,WY,2020-02-29,471,2020-02-22,3543,268518,1.32
Wyoming,WY,2020-03-07,534,2020-02-29,3508,268518,1.31
Wyoming,WY,2020-03-14,517,2020-03-07,3375,268518,1.26
Wyoming,WY,2020-03-21,3653,2020-03-14,3197,268518,1.19
Wyoming,WY,2020-03-28,6396,2020-03-21,4519,268518,1.68
Alabama,AL,2020-04-04,106739,2020-03-28,52176,1923741,2.71
Alaska,AK,2020-04-04,14590,2020-03-28,19845,307329,6.46
Arizona,AZ,2020-04-04,132428,2020-03-28,62597,2864180,2.19
Arkansas,AR,2020-04-04,62086,2020-03-28,36499,1195622,3.05
California,CA,2020-04-04,918814,2020-03-28,1076761,17265039,6.24
Colorado,CO,2020-04-04,46326,2020-03-28,73584,2650335,2.78
Connecticut,CT,2020-04-04,33464,2020-03-28,147939,1654391,8.94
Delaware,DE,2020-04-04,18851,2020-03-28,19442,443288,4.39
District of Columbia,DC,2020-04-04,15329,2020-03-28,31385,578035,5.43
Florida,FL,2020-04-04,169885,2020-03-28,98921,8604277,1.15
Georgia,GA,2020-04-04,390132,2020-03-28,360077,4373059,8.23
Hawaii,HI,2020-04-04,53101,2020-03-28,32197,621949,5.18
Idaho,ID,2020-04-04,30904,2020-03-28,35915,727996,4.93
Illinois,IL,2020-04-04,201041,2020-03-28,263057,5910898,4.45
Indiana,IN,2020-04-04,127010,2020-03-28,71737,3039304,2.36
Iowa,IA,2020-04-04,64194,2020-03-28,91631,1530920,5.99
Kansas,KS,2020-04-04,49306,2020-03-28,51425,1363114,3.77
Kentucky,KY,2020-04-04,117575,2020-03-28,130151,1890475,6.88
Louisiana,LA,2020-04-04,100621,2020-03-28,116690,1892522,6.17
Maine,ME,2020-04-04,30910,2020-03-28,41339,602736,6.86
Maryland,MD,2020-04-04,109496,2020-03-28,92112,2549408,3.61
Massachusetts,MA,2020-04-04,139647,2020-03-28,310211,3557761,8.72
Michigan,MI,2020-04-04,388554,2020-03-28,366426,4302198,8.52
Minnesota,MN,2020-04-04,110260,2020-03-28,248023,2859937,8.67
Mississippi,MS,2020-04-04,45852,2020-03-28,29373,1108618,2.65
Missouri,MO,2020-04-04,91458,2020-03-28,121467,2749100,4.42
Montana,MT,2020-04-04,21244,2020-03-28,36819,454298,8.1
Nebraska,NE,2020-04-04,27054,2020-03-28,38921,962725,4.04
Nevada,NV,2020-04-04,79285,2020-03-28,131121,1371969,9.56
New Hampshire,NH,2020-04-04,39202,2020-03-28,52166,654468,7.97
New Jersey,NJ,2020-04-04,214836,2020-03-28,276119,4015146,6.88
New Mexico,NM,2020-04-04,26132,2020-03-28,44829,799085,5.61
New York,NY,2020-04-04,344451,2020-03-28,712544,9380736,7.6
North Carolina,NC,2020-04-04,137422,2020-03-28,245692,4381417,5.61
North Dakota,ND,2020-04-04,15125,2020-03-28,16036,411624,3.9
Ohio,OH,2020-04-04,226191,2020-03-28,450061,5338723,8.43
Oklahoma,OK,2020-04-04,60534,2020-03-28,55029,1565634,3.51
Oregon,OR,2020-04-04,62788,2020-03-28,118729,1906429,6.23
Pennsylvania,PA,2020-04-04,277640,2020-03-28,566464,5800562,9.77
Puerto Rico,PR,2020-04-04,66555,2020-03-28,49669,852292,5.83
Rhode Island,RI,2020-04-04,28243,2020-03-28,56038,472874,11.85
South Carolina,SC,2020-04-04,86573,2020-03-28,75521,2077535,3.64
South Dakota,SD,2020-04-04,8138,2020-03-28,7568,417030,1.81
Tennessee,TN,2020-04-04,112186,2020-03-28,116179,3263988,3.56
Texas,TX,2020-04-04,315167,2020-03-28,374656,12236594,3.06
Utah,UT,2020-04-04,33040,2020-03-28,45161,1459679,3.09
Vermont,VT,2020-04-04,16474,2020-03-28,21953,303508,7.23
Virgin Islands,VI,2020-04-04,72,2020-03-28,658,34238,1.92
Virginia,VA,2020-04-04,147369,2020-03-28,133184,3731069,3.57
Washington,WA,2020-04-04,171252,2020-03-28,309411,3333838,9.28
West Virginia,WV,2020-04-04,14494,2020-03-28,36690,670051,5.48
Wisconsin,WI,2020-04-04,104823,2020-03-28,208387,2851929,7.31
Wyoming,WY,2020-04-04,6543,2020-03-28,7790,268518,2.9
Alabama,AL,2020-04-11,77515,2020-04-04,95325,1929897,4.94
Alabama,AL,2020-04-18,66432,2020-04-11,144327,1929897,7.48
Alabama,AL,2020-04-25,74966,2020-04-18,173855,1929897,9.01
Alabama,AL,2020-05-02,28985,2020-04-25,214684,1929897,11.12
Alabama,AL,2020-05-09,26666,2020-05-02,216856,1929897,11.24
Alaska,AK,2020-04-11,12007,2020-04-04,35365,308137,11.48
Alaska,AK,2020-04-18,12201,2020-04-11,48096,308137,15.61
Alaska,AK,2020-04-25,10313,2020-04-18,52022,308137,16.88
Alaska,AK,2020-05-02,8718,2020-04-25,49893,308137,16.19
Alaska,AK,2020-05-09,7807,2020-05-02,50971,308137,16.54
Arkansas,AR,2020-04-11,35629,2020-04-04,66511,1196468,5.56
Arkansas,AR,2020-04-18,25404,2020-04-11,91278,1196468,7.63
Arkansas,AR,2020-04-25,17671,2020-04-18,109337,1196468,9.14
Arkansas,AR,2020-05-02,13448,2020-04-25,119332,1196468,9.97
Arkansas,AR,2020-05-09,13152,2020-05-02,122522,1196468,10.24
Arizona,AZ,2020-04-11,98531,2020-04-04,120592,2864180,4.21
Arizona,AZ,2020-04-18,72457,2020-04-11,170262,2885408,5.9
Arizona,AZ,2020-04-25,52581,2020-04-18,196401,2885408,6.81
Arizona,AZ,2020-05-02,43023,2020-04-25,218760,2885408,7.58
Arizona,AZ,2020-05-09,31570,2020-05-02,228806,2885408,7.93
California,CA,2020-04-11,655472,2020-04-04,1429954,17330010,8.25
California,CA,2020-04-18,528360,2020-04-11,2422458,17330010,13.98
California,CA,2020-04-25,325343,2020-04-18,1887575,17330010,10.89
California,CA,2020-05-02,316257,2020-04-25,4808361,17330010,27.75
California,CA,2020-05-09,212667,2020-05-02,2850204,17330010,16.45
Colorado,CO,2020-04-11,104572,2020-04-04,166593,2666358,6.25
Colorado,CO,2020-04-18,67639,2020-04-11,171434,2666358,6.43
Colorado,CO,2020-04-25,38662,2020-04-18,228713,2666358,8.58
Colorado,CO,2020-05-02,28360,2020-04-25,228683,2666358,8.58
Colorado,CO,2020-05-09,22732,2020-05-02,261951,2666358,9.82
Connecticut,CT,2020-04-11,34050,2020-04-04,189196,1653302,11.44
Connecticut,CT,2020-04-18,102808,2020-04-11,306047,1653302,18.51
Connecticut,CT,2020-04-25,33041,2020-04-18,309111,1653302,18.7
Connecticut,CT,2020-05-02,36138,2020-04-25,297549,1653302,18
Connecticut,CT,2020-05-09,30046,2020-05-02,319529,1653302,19.33
Delaware,DE,2020-04-04,18851,2020-03-28,19442,443288,4.39
Delaware,DE,2020-04-11,13258,2020-04-04,29577,445741,6.64
Delaware,DE,2020-04-18,9446,2020-04-11,38451,445741,8.63
Delaware,DE,2020-04-25,7947,2020-04-18,44977,445741,10.09
Delaware,DE,2020-05-02,6297,2020-04-25,52501,445741,11.78
Delaware,DE,2020-05-09,5197,2020-05-02,50205,445741,11.26
District of Columbia,DC,2020-04-11,9974,2020-04-04,42224,579419,7.29
District of Columbia,DC,2020-04-18,8639,2020-04-11,47465,579419,8.19
District of Columbia,DC,2020-04-25,8708,2020-04-18,52534,579419,9.07
District of Columbia,DC,2020-05-02,8113,2020-04-25,58634,579419,10.12
District of Columbia,DC,2020-05-09,5782,2020-05-02,65298,579419,11.27
Florida,FL,2020-04-11,180419,2020-04-04,339448,8590846,3.95
Florida,FL,2020-04-18,506670,2020-04-11,177021,8590846,2.06
Florida,FL,2020-04-25,433103,2020-04-18,540554,8590846,6.29
Florida,FL,2020-05-02,174860,2020-04-25,444561,8590846,5.17
Florida,FL,2020-05-09,223082,2020-05-02,1035207,8590846,12.05
Georgia,GA,2020-04-11,319581,2020-04-04,595418,4388404,13.57
Georgia,GA,2020-04-18,247003,2020-04-11,611889,4388404,13.94
Georgia,GA,2020-04-25,266565,2020-04-18,758856,4388404,17.29
Georgia,GA,2020-05-02,228352,2020-04-25,885764,4388404,20.18
Georgia,GA,2020-05-09,242772,2020-05-02,812913,4388404,18.52
Hawaii,HI,2020-04-11,34717,2020-04-04,48305,621474,7.77
Hawaii,HI,2020-04-18,26591,2020-04-11,72261,621474,11.63
Hawaii,HI,2020-04-25,22496,2020-04-18,68637,621474,11.04
Hawaii,HI,2020-05-02,15177,2020-04-25,88104,621474,14.18
Hawaii,HI,2020-05-09,12329,2020-05-02,110910,621474,17.85
Idaho,ID,2020-04-11,18531,2020-04-04,59139,733499,8.06
Idaho,ID,2020-04-18,13023,2020-04-11,67722,733499,9.23
Idaho,ID,2020-04-25,8827,2020-04-18,71416,733499,9.74
Idaho,ID,2020-05-02,7495,2020-04-25,71794,733499,9.79
Idaho,ID,2020-05-09,5795,2020-05-02,65478,733499,8.93
Illinois,IL,2020-04-11,140787,2020-04-04,452826,5914575,7.66
Illinois,IL,2020-04-18,118996,2020-04-11,569200,5914575,9.62
Illinois,IL,2020-04-25,101322,2020-04-18,681002,5914575,11.51
Illinois,IL,2020-05-02,74476,2020-04-25,695971,5914575,11.77
Illinois,IL,2020-05-09,72671,2020-05-02,755912,5914575,12.78
Indiana,IN,2020-04-11,113755,2020-04-04,147583,3041986,4.85
Indiana,IN,2020-04-18,72756,2020-04-11,206386,3041986,6.78
Indiana,IN,2020-04-25,55774,2020-04-18,253929,3041986,8.35
Indiana,IN,2020-05-02,42290,2020-04-25,271248,3041986,8.92
Indiana,IN,2020-05-09,29668,2020-05-02,285460,3041986,9.38
Iowa,IA,2020-04-11,43889,2020-04-04,127332,1531621,8.31
Iowa,IA,2020-04-18,26901,2020-04-11,150445,1531621,9.82
Iowa,IA,2020-04-25,27220,2020-04-18,168971,1531621,11.03
Iowa,IA,2020-05-02,23241,2020-04-25,179610,1531621,11.73
Iowa,IA,2020-05-09,15820,2020-05-02,189643,1531621,12.38
Kansas,KS,2020-04-11,29873,2020-04-04,78334,1364944,5.74
Kansas,KS,2020-04-18,30596,2020-04-11,97478,1364944,7.14
Kansas,KS,2020-04-25,24483,2020-04-18,119022,1364944,8.72
Kansas,KS,2020-05-02,15959,2020-04-25,120701,1364944,8.84
Kansas,KS,2020-05-09,12234,2020-05-02,117977,1364944,8.64
Kentucky,KY,2020-04-11,116277,2020-04-04,182097,1893451,9.62
Kentucky,KY,2020-04-18,103981,2020-04-11,199030,1893451,10.51
Kentucky,KY,2020-04-25,91223,2020-04-18,260792,1893451,13.77
Kentucky,KY,2020-05-02,82435,2020-04-25,256317,1893451,13.54
Kentucky,KY,2020-05-09,69372,2020-05-02,253250,1893451,13.38
Louisiana,LA,2020-04-11,79653,2020-04-04,217532,1891334,11.5
Louisiana,LA,2020-04-18,91923,2020-04-11,246296,1891334,13.02
Louisiana,LA,2020-04-25,66141,2020-04-18,300657,1891334,15.9
Louisiana,LA,2020-05-02,50941,2020-04-25,310013,1891334,16.39
Louisiana,LA,2020-05-09,40125,2020-05-02,325136,1891334,17.19
Maine,ME,2020-04-11,13488,2020-04-04,55723,603932,9.23
Maine,ME,2020-04-18,11769,2020-04-11,66525,603932,11.02
Maine,ME,2020-04-25,7661,2020-04-18,73141,603932,12.11
Maine,ME,2020-05-02,16113,2020-04-25,76773,603932,12.71
Maine,ME,2020-05-09,10386,2020-05-02,87280,603932,14.45
Maryland,MD,2020-01-04,3997,2019-12-28,30571,2547265,1.2
Maryland,MD,2020-04-11,62904,2020-04-04,160906,2555073,6.3
Maryland,MD,2020-04-18,48495,2020-04-11,201432,2555073,7.88
Maryland,MD,2020-04-25,37935,2020-04-18,224260,2555073,8.78
Maryland,MD,2020-05-02,63253,2020-04-25,226972,2555073,8.88
Maryland,MD,2020-05-09,45485,2020-05-02,254473,2555073,9.96
Massachusetts,MA,2020-04-11,103813,2020-04-04,361600,3568892,10.13
Massachusetts,MA,2020-04-18,80969,2020-04-11,467552,3568892,13.1
Massachusetts,MA,2020-04-25,71358,2020-04-18,532508,3568892,14.92
Massachusetts,MA,2020-05-02,55884,2020-04-25,569956,3568892,15.97
Massachusetts,MA,2020-05-09,44915,2020-05-02,575569,3568892,16.13
Michigan,MI,2020-04-11,222207,2020-04-04,749011,4305711,17.4
Michigan,MI,2020-04-18,136707,2020-04-11,937520,4305711,21.77
Michigan,MI,2020-04-25,82004,2020-04-18,934599,4305711,21.71
Michigan,MI,2020-05-02,67399,2020-04-25,996374,4305711,23.14
Michigan,MI,2020-05-09,55166,2020-05-02,973278,4305711,22.6
Minnesota,MN,2020-04-11,93133,2020-04-04,341578,2864234,11.93
Minnesota,MN,2020-04-18,74829,2020-04-11,391284,2864234,13.66
Minnesota,MN,2020-04-25,48595,2020-04-18,416993,2864234,14.56
Minnesota,MN,2020-05-02,41492,2020-04-25,420212,2864234,14.67
Minnesota,MN,2020-05-09,37669,2020-05-02,429187,2864234,14.98
Mississippi,MS,2020-04-11,45748,2020-04-04,60737,1109819,5.47
Mississippi,MS,2020-04-18,36913,2020-04-11,93005,1109819,8.38
Mississippi,MS,2020-04-25,29906,2020-04-18,135722,1109819,12.23
Mississippi,MS,2020-05-02,25745,2020-04-25,162078,1109819,14.6
Mississippi,MS,2020-05-09,23618,2020-05-02,208270,1109819,18.77
Missouri,MO,2020-04-11,102126,2020-04-04,178710,2794254,6.4
Missouri,MO,2020-04-18,59602,2020-04-11,227557,2794254,8.14
Missouri,MO,2020-04-25,55299,2020-04-18,255798,2794254,9.15
Missouri,MO,2020-05-02,52527,2020-04-25,246663,2794254,8.83
Missouri,MO,2020-05-09,31145,2020-05-02,266230,2794254,9.53
Montana,MT,2020-04-11,14275,2020-04-04,53482,455906,11.73
Montana,MT,2020-04-18,11176,2020-04-11,65073,455906,14.27
Montana,MT,2020-04-25,7052,2020-04-18,67473,455906,14.8
Montana,MT,2020-05-02,4596,2020-04-25,63134,455906,13.85
Montana,MT,2020-05-09,3762,2020-05-02,58905,455906,12.92
North Carolina,NC,2020-04-11,140155,2020-04-04,362989,4402750,8.24
North Carolina,NC,2020-04-18,106266,2020-04-11,468283,4402750,10.64
North Carolina,NC,2020-04-25,98941,2020-04-18,555039,4402750,12.61
North Carolina,NC,2020-05-02,85956,2020-04-25,591045,4402750,13.42
North Carolina,NC,2020-05-09,57354,2020-05-02,619809,4402750,14.08
North Dakota,ND,2020-04-11,9502,2020-04-04,24554,412797,5.95
North Dakota,ND,2020-04-18,8065,2020-04-11,33563,412797,8.13
North Dakota,ND,2020-04-25,6274,2020-04-18,35513,412797,8.6
North Dakota,ND,2020-05-02,4044,2020-04-25,35827,412797,8.68
North Dakota,ND,2020-05-09,2753,2020-05-02,35921,412797,8.7
Nebraska,NE,2020-04-11,16279,2020-04-04,60416,965476,6.26
Nebraska,NE,2020-04-18,12222,2020-04-11,72078,965476,7.47
Nebraska,NE,2020-04-25,8229,2020-04-18,76628,965476,7.94
Nebraska,NE,2020-05-02,6418,2020-04-25,68882,965476,7.13
Nebraska,NE,2020-05-09,6362,2020-05-02,68089,965476,7.05
New Hampshire,NH,2020-04-11,25273,2020-04-04,79979,649845,12.31
New Hampshire,NH,2020-04-18,20414,2020-04-11,93783,649845,14.43
New Hampshire,NH,2020-04-25,15001,2020-04-18,106841,649845,16.44
New Hampshire,NH,2020-05-02,12475,2020-04-25,115580,649845,17.79
New Hampshire,NH,2020-05-09,10016,2020-05-02,116768,649845,17.97
New Jersey,NJ,2020-04-11,141420,2020-04-04,429388,4025826,10.67
New Jersey,NJ,2020-04-18,140139,2020-04-11,556005,4025826,13.81
New Jersey,NJ,2020-04-25,71966,2020-04-18,621753,4025826,15.44
New Jersey,NJ,2020-05-02,88326,2020-04-25,642651,4025826,15.96
New Jersey,NJ,2020-05-09,69689,2020-05-02,715433,4025826,17.77
New Mexico,NM,2020-04-11,19043,2020-04-04,62686,802978,7.81
New Mexico,NM,2020-04-18,13621,2020-04-11,80986,802978,10.09
New Mexico,NM,2020-04-25,12093,2020-04-18,94149,802978,11.72
New Mexico,NM,2020-05-02,13675,2020-04-25,96157,802978,11.98
New Mexico,NM,2020-05-09,8024,2020-05-02,101132,802978,12.59
Nevada,NV,2020-04-11,58641,2020-04-04,189007,1379654,13.7
Nevada,NV,2020-04-18,39496,2020-04-11,231618,1379654,16.79
Nevada,NV,2020-04-25,42541,2020-04-18,274850,1379654,19.92
Nevada,NV,2020-05-02,28550,2020-04-25,303573,1379654,22
Nevada,NV,2020-05-09,21635,2020-05-02,324444,1379654,23.52
New York,NY,2020-04-11,394701,2020-04-04,1121191,9408510,11.92
New York,NY,2020-04-18,205184,2020-04-11,1354496,9408510,14.4
New York,NY,2020-04-25,219413,2020-04-18,1616809,9408510,17.18
New York,NY,2020-05-02,195110,2020-04-25,1749571,9408510,18.6
New York,NY,2020-05-09,199419,2020-05-02,1846154,9408510,19.62
Ohio,OH,2020-04-11,159317,2020-04-04,622669,5346565,11.65
Ohio,OH,2020-04-18,109830,2020-04-11,717842,5346565,13.43
Ohio,OH,2020-04-25,93599,2020-04-18,777214,5346565,14.54
Ohio,OH,2020-05-02,61487,2020-04-25,759435,5346565,14.2
Ohio,OH,2020-05-09,52255,2020-05-02,745886,5346565,13.95
Oklahoma,OK,2020-04-11,54481,2020-04-04,88330,1568967,5.63
Oklahoma,OK,2020-04-18,46696,2020-04-11,112311,1568967,7.16
Oklahoma,OK,2020-04-25,52500,2020-04-18,134550,1568967,8.58
Oklahoma,OK,2020-05-02,93885,2020-04-25,154671,1568967,9.86
Oklahoma,OK,2020-05-09,39079,2020-05-02,178122,1568967,11.35
Oregon,OR,2020-04-11,54581,2020-04-04,176154,1914153,9.2
Oregon,OR,2020-04-18,37209,2020-04-11,217039,1914153,11.34
Oregon,OR,2020-04-25,49300,2020-04-18,284486,1914153,14.86
Oregon,OR,2020-05-02,48120,2020-04-25,308989,1914153,16.14
Oregon,OR,2020-05-09,33936,2020-05-02,309543,1914153,16.17
Pennsylvania,PA,2020-04-11,234868,2020-04-04,614196,5814461,10.56
Pennsylvania,PA,2020-04-18,194594,2020-04-11,1074660,5814461,18.48
Pennsylvania,PA,2020-04-25,127896,2020-04-18,915249,5814461,15.74
Pennsylvania,PA,2020-05-02,94445,2020-04-25,1233299,5814461,21.21
Pennsylvania,PA,2020-05-09,73688,2020-05-02,1049464,5814461,18.05
Puerto Rico,PR,2020-04-11,42074,2020-04-04,86474,856124,10.1
Puerto Rico,PR,2020-04-18,26481,2020-04-11,109672,856124,12.81
Puerto Rico,PR,2020-04-25,17286,2020-04-18,153421,856124,17.92
Puerto Rico,PR,2020-05-02,21886,2020-04-25,145140,856124,16.95
Puerto Rico,PR,2020-05-09,15067,2020-05-02,164034,856124,19.16
Rhode Island,RI,2020-04-11,22509,2020-04-04,70935,473597,14.98
Rhode Island,RI,2020-04-18,18078,2020-04-11,79140,473597,16.71
Rhode Island,RI,2020-04-25,13084,2020-04-18,96663,473597,20.41
Rhode Island,RI,2020-05-02,9088,2020-04-25,97573,473597,20.6
Rhode Island,RI,2020-05-09,6245,2020-05-02,94083,473597,19.87
South Carolina,SC,2020-04-11,89147,2020-04-04,126994,2087060,6.08
South Carolina,SC,2020-04-18,74362,2020-04-11,179769,2087060,8.61
South Carolina,SC,2020-04-25,66438,2020-04-18,240956,2087060,11.55
South Carolina,SC,2020-05-02,47673,2020-04-25,260409,2087060,12.48
South Carolina,SC,2020-05-09,33191,2020-05-02,268701,2087060,12.87
South Dakota,SD,2020-04-11,6359,2020-04-04,14431,417997,3.45
South Dakota,SD,2020-04-18,5295,2020-04-11,19664,417997,4.7
South Dakota,SD,2020-04-25,5535,2020-04-18,22707,417997,5.43
South Dakota,SD,2020-05-02,3929,2020-04-25,23791,417997,5.69
South Dakota,SD,2020-05-09,5269,2020-05-02,23388,417997,5.6
Tennessee,TN,2020-04-11,71887,2020-04-04,206472,3278927,6.3
Tennessee,TN,2020-04-18,67226,2020-04-11,279895,3278927,8.54
Tennessee,TN,2020-04-25,42805,2020-04-18,341033,3278927,10.4
Tennessee,TN,2020-05-02,36323,2020-04-25,340249,3278927,10.38
Tennessee,TN,2020-05-09,28377,2020-05-02,343212,3278927,10.47
Texas,TX,2020-04-11,274257,2020-04-04,632470,12304547,5.14
Texas,TX,2020-04-18,280761,2020-04-11,911923,12304547,7.41
Texas,TX,2020-04-25,254084,2020-04-18,962122,12304547,7.82
Texas,TX,2020-05-02,243935,2020-04-25,1133324,12304547,9.21
Texas,TX,2020-05-09,141553,2020-05-02,1181609,12304547,9.6
Utah,UT,2020-04-11,24515,2020-04-04,72798,1474336,4.94
Utah,UT,2020-04-18,19649,2020-04-11,88281,1474336,5.99
Utah,UT,2020-04-25,11738,2020-04-18,89495,1474336,6.07
Utah,UT,2020-05-02,8992,2020-04-25,92872,1474336,6.3
Utah,UT,2020-05-09,7076,2020-05-02,91591,1474336,6.21
Vermont,VT,2020-04-11,9662,2020-04-04,31204,303379,10.29
Vermont,VT,2020-04-18,6598,2020-04-11,64313,303379,21.2
Vermont,VT,2020-04-25,5117,2020-04-18,76457,303379,25.2
Vermont,VT,2020-05-02,3875,2020-04-25,60535,303379,19.95
Vermont,VT,2020-05-09,2913,2020-05-02,57040,303379,18.8
Virgin Islands,VI,2020-04-11,6,2020-04-04,776,35422,2.19
Virgin Islands,VI,2020-04-18,13,2020-04-11,1322,35422,3.73
Virgin Islands,VI,2020-04-25,103,2020-04-18,1468,35422,4.14
Virgin Islands,VI,2020-05-02,45,2020-04-25,1882,35422,5.31
Virgin Islands,VI,2020-05-09,70,2020-05-02,2812,35422,7.94
